millis,temp_c,pressure_hpa,humidity_pct
2325000,24.16,1011.65,39.26
2330000,24.29,1011.68,39.6
2335000,24.26,1011.58,39.9
2340000,24.19,1011.67,39.99
2345000,24.16,1011.73,39.7
2350000,24.22,1011.7,39.3
2355000,24.26,1011.68,40.0
2360000,24.19,1011.66,39.81
2365000,24.2,1011.62,39.66
2370000,24.3,1011.68,39.47
2375000,24.25,1011.59,39.1
2380000,24.19,1011.7,39.82
2385000,24.11,1011.68,39.35
2390000,24.19,1011.61,39.73
2395000,24.19,1011.61,39.63
2400000,24.23,1011.78,39.35
2405000,24.19,1011.64,39.41
2410000,24.28,1011.74,39.59
2415000,24.17,1011.74,39.9
2420000,24.32,1011.74,38.96
2425000,24.11,1011.68,39.81
2430000,24.13,1011.69,39.56
2435000,24.23,1011.75,39.7
2440000,24.17,1011.76,40.29
2445000,24.03,1011.77,39.74
2450000,24.2,1011.73,39.26
2455000,24.11,1011.65,39.89
2460000,24.09,1011.72,39.52
2465000,24.0,1011.7,39.91
2470000,24.19,1011.78,39.86
2475000,24.18,1011.68,40.22
2480000,24.06,1011.77,40.22
2485000,24.01,1011.8,40.04
2490000,24.25,1011.75,40.44
2495000,24.11,1011.71,40.48
2500000,23.96,1011.66,40.34
2505000,24.13,1011.78,40.02
2510000,24.16,1011.81,39.92
2515000,24.09,1011.72,39.96
2520000,23.94,1011.68,39.79
2525000,24.11,1011.74,40.0
2530000,23.92,1011.84,40.18
2535000,24.04,1011.79,39.84
2540000,23.92,1011.84,40.19
2545000,24.05,1011.65,40.56
2550000,23.94,1011.92,40.09
2555000,23.98,1011.85,39.99
2560000,24.04,1011.79,40.66
2565000,24.03,1011.85,40.07
2570000,23.94,1011.84,39.69
2575000,23.91,1011.88,39.94
2580000,24.05,1011.8,40.43
2585000,23.84,1011.86,40.49
2590000,24.02,1011.91,40.75
2595000,23.94,1011.79,40.78
2600000,23.81,1011.83,40.62
2605000,23.94,1011.93,40.42
2610000,23.77,1011.85,40.49
2615000,23.87,1011.93,40.38
2620000,23.77,1011.89,40.13
2625000,24.02,1011.89,40.07
2630000,23.96,1012.0,39.91
2635000,23.94,1011.91,40.58
2640000,23.89,1011.91,40.33
2645000,23.96,1011.82,41.15
2650000,23.97,1011.83,40.57
2655000,23.95,1011.87,40.55
2660000,23.8,1011.96,40.43
2665000,23.82,1011.93,40.57
2670000,23.74,1011.84,40.19
2675000,23.71,1011.83,40.45
2680000,23.82,1011.92,40.44
2685000,23.71,1011.88,40.29
2690000,23.68,1011.97,40.3
2695000,23.78,1011.9,41.47
2700000,23.62,1011.95,40.66
2705000,23.7,1011.96,40.82
2710000,23.67,1011.97,40.91
2715000,23.85,1011.92,41.25
2720000,23.72,1011.86,40.99
2725000,23.72,1011.92,41.13
2730000,23.68,1012.02,40.85
2735000,23.77,1012.01,41.03
2740000,23.62,1012.02,40.91
2745000,23.86,1012.01,41.15
2750000,23.63,1011.97,40.98
2755000,23.59,1011.93,40.93
2760000,23.67,1012.01,41.32
2765000,23.63,1012.04,40.96
2770000,23.64,1012.02,40.4
2775000,23.65,1011.98,40.76
2780000,23.49,1011.99,40.5
2785000,23.7,1012.01,40.58
2790000,23.57,1012.06,40.92
2795000,23.59,1012.01,41.08
2800000,23.47,1012.03,40.98
2805000,23.83,1012.03,41.03
2810000,23.67,1012.04,41.26
2815000,23.51,1012.13,41.02
2820000,23.6,1012.11,41.13
2825000,23.56,1012.09,41.45
2830000,23.47,1012.08,40.98
2835000,23.49,1012.04,41.65
2840000,23.67,1012.21,41.29
2845000,23.46,1012.03,41.81
2850000,23.4,1012.07,41.18
2855000,23.65,1012.04,41.7
2860000,23.61,1012.09,41.53
2865000,23.37,1012.1,41.35
2870000,23.28,1012.13,41.54
2875000,23.34,1012.04,41.23
2880000,23.43,1012.1,41.19
2885000,23.38,1012.14,41.35
2890000,23.44,1012.12,41.65
2895000,23.43,1012.18,41.57
2900000,23.51,1012.2,41.12
2905000,23.5,1012.23,41.29
2910000,23.41,1012.13,41.73
2915000,23.45,1012.12,42.02
2920000,23.33,1012.15,41.95
2925000,23.55,1012.14,41.9
2930000,23.4,1012.09,41.4
2935000,23.27,1012.15,41.59
2940000,23.36,1012.25,41.86
2945000,23.56,1012.18,41.99
2950000,23.38,1012.27,41.66
2955000,23.4,1012.28,41.58
2960000,23.32,1012.23,41.69
2965000,23.25,1012.3,41.77
2970000,23.44,1012.19,41.8
2975000,23.36,1012.21,41.62
2980000,23.23,1012.24,41.71
2985000,23.29,1012.12,41.76
2990000,23.25,1012.21,41.66
2995000,23.19,1012.25,42.42
3000000,23.14,1012.24,42.29
3005000,23.27,1012.25,41.89
3010000,23.23,1012.26,41.39
3015000,23.16,1012.17,42.46
3020000,23.28,1012.23,42.33
3025000,23.4,1012.25,42.5
3030000,23.22,1012.27,41.81
3035000,23.14,1012.27,41.47
3040000,23.22,1012.28,42.32
3045000,23.13,1012.45,41.71
3050000,23.08,1012.34,42.94
3055000,23.07,1012.4,41.98
3060000,23.24,1012.32,42.95
3065000,23.27,1012.29,43.18
3070000,23.03,1012.32,42.87
3075000,23.05,1012.3,42.39
3080000,23.13,1012.36,42.15
3085000,23.1,1012.38,42.84
3090000,23.1,1012.29,42.43
3095000,23.02,1012.43,41.94
3100000,23.1,1012.31,42.85
3105000,23.11,1012.38,42.64
3110000,23.01,1012.41,42.5
3115000,23.09,1012.39,41.79
3120000,22.98,1012.47,43.0
3125000,23.02,1012.39,42.48
3130000,23.05,1012.43,42.31
3135000,23.04,1012.47,42.35
3140000,22.96,1012.44,42.87
3145000,22.93,1012.39,42.54
3150000,22.99,1012.45,42.7
3155000,22.84,1012.38,42.92
3160000,22.84,1012.45,42.64
3165000,22.88,1012.45,43.28
3170000,22.94,1012.44,42.36
3175000,22.95,1012.51,43.01
3180000,22.99,1012.49,42.46
3185000,22.88,1012.49,43.09
3190000,22.84,1012.47,43.01
3195000,22.97,1012.53,43.12
3200000,22.89,1012.44,42.62
3205000,22.84,1012.55,43.09
3210000,22.88,1012.42,42.56
3215000,22.91,1012.5,42.63
3220000,22.88,1012.52,43.93
3225000,22.9,1012.54,43.03
3230000,22.81,1012.52,42.66
3235000,22.86,1012.54,42.29
3240000,22.72,1012.5,43.44
3245000,22.76,1012.62,42.69
3250000,22.67,1012.6,43.0
3255000,22.66,1012.53,42.99
3260000,22.77,1012.62,42.77
3265000,22.7,1012.57,43.3
3270000,22.78,1012.58,43.12
3275000,22.61,1012.49,43.21
3280000,22.69,1012.63,43.23
3285000,22.86,1012.59,43.23
3290000,22.7,1012.55,43.46
3295000,22.49,1012.64,43.44
3300000,22.66,1012.62,43.06
3305000,22.56,1012.7,43.62
3310000,22.58,1012.65,43.62
3315000,22.77,1012.69,43.65
3320000,22.57,1012.73,43.52
3325000,22.52,1012.58,43.32
3330000,22.55,1012.69,43.87
3335000,22.67,1012.66,43.87
3340000,22.74,1012.71,44.13
3345000,22.43,1012.63,43.45
3350000,22.33,1012.68,44.12
3355000,22.49,1012.69,43.47
3360000,22.48,1012.7,43.39
3365000,22.6,1012.6,43.87
3370000,22.46,1012.78,44.03
3375000,22.32,1012.59,43.53
3380000,22.44,1012.7,43.86
3385000,22.52,1012.65,43.34
3390000,22.48,1012.71,43.88
3395000,22.39,1012.72,44.38
3400000,22.3,1012.68,44.15
3405000,22.55,1012.74,43.61
3410000,22.25,1012.77,43.63
3415000,22.58,1012.88,44.1
3420000,22.43,1012.76,44.4
3425000,22.38,1012.77,44.5
3430000,22.42,1012.88,43.62
3435000,22.31,1012.74,44.39
3440000,22.31,1012.82,43.81
3445000,22.33,1012.91,44.68
3450000,22.18,1012.82,44.46
3455000,22.28,1012.76,44.44
3460000,22.31,1012.84,44.22
3465000,22.48,1012.78,44.15
3470000,22.32,1012.87,43.91
3475000,22.38,1012.76,44.35
3480000,22.24,1012.81,44.71
3485000,22.06,1012.81,44.13
3490000,22.31,1012.93,44.66
3495000,22.34,1012.75,44.5
3500000,22.11,1012.85,44.55
3505000,22.21,1012.94,43.91
3510000,22.13,1012.81,44.04
3515000,22.27,1012.9,45.02
3520000,22.27,1012.9,44.29
3525000,22.24,1012.87,44.25
3530000,22.06,1012.91,45.01
3535000,22.15,1012.98,44.69
3540000,22.1,1013.06,45.23
3545000,22.14,1012.89,44.23
3550000,22.14,1012.92,44.88
3555000,22.12,1012.96,45.11
3560000,22.11,1012.91,44.56
3565000,22.12,1012.9,45.03
3570000,22.12,1012.96,44.61
3575000,21.91,1012.91,44.38
3580000,22.05,1012.95,44.62
3585000,22.1,1012.99,44.94
3590000,22.07,1013.04,44.47
3595000,22.07,1012.9,44.74
3600000,22.08,1013.03,45.2
3605000,22.0,1013.08,44.56
3610000,21.95,1013.02,45.66
3615000,22.05,1013.07,44.85
3620000,22.14,1013.05,44.8
3625000,22.13,1012.96,44.87
3630000,21.92,1012.99,45.32
3635000,21.95,1013.05,45.75
3640000,21.78,1013.12,44.96
3645000,22.02,1013.15,45.93
3650000,21.88,1013.01,45.36
3655000,21.88,1012.98,45.51
3660000,21.8,1013.15,45.6
3665000,21.84,1013.09,45.27
3670000,21.81,1013.25,45.09
3675000,21.84,1013.15,45.28
3680000,21.78,1013.04,45.78
3685000,21.87,1013.13,44.99
3690000,21.84,1013.13,45.37
3695000,21.68,1013.12,45.24
3700000,21.79,1013.13,45.42
3705000,21.84,1013.13,45.71
3710000,21.79,1013.19,45.29
3715000,21.72,1013.2,45.65
3720000,21.83,1013.19,45.49
3725000,21.8,1013.15,45.94
3730000,21.87,1013.22,46.37
3735000,21.58,1013.15,45.63
3740000,21.66,1013.2,45.62
3745000,21.77,1013.24,45.88
3750000,21.59,1013.22,45.99
3755000,21.69,1013.2,46.23
3760000,21.61,1013.19,46.04
3765000,21.68,1013.26,45.78
3770000,21.53,1013.16,45.76
3775000,21.68,1013.27,45.37
3780000,21.65,1013.23,45.63
3785000,21.77,1013.25,46.21
3790000,21.79,1013.22,45.87
3795000,21.7,1013.19,46.04
3800000,21.57,1013.31,46.16
3805000,21.48,1013.32,46.32
3810000,21.46,1013.24,45.94
3815000,21.44,1013.33,46.02
3820000,21.5,1013.23,46.03
3825000,21.63,1013.33,45.69
3830000,21.42,1013.33,46.05
3835000,21.45,1013.26,45.82
3840000,21.49,1013.29,46.59
3845000,21.46,1013.27,46.48
3850000,21.57,1013.29,45.79
3855000,21.41,1013.26,46.82
3860000,21.33,1013.32,46.79
3865000,21.5,1013.32,46.14
3870000,21.4,1013.34,46.85
3875000,21.39,1013.29,46.72
3880000,21.48,1013.35,46.68
3885000,21.39,1013.31,46.45
3890000,21.28,1013.34,46.22
3895000,21.39,1013.39,46.13
3900000,21.28,1013.39,46.69
3905000,21.35,1013.28,46.96
3910000,21.47,1013.48,46.77
3915000,21.38,1013.37,46.69
3920000,21.22,1013.42,46.22
3925000,21.35,1013.4,46.91
3930000,21.3,1013.4,46.96
3935000,21.19,1013.42,46.57
3940000,21.33,1013.43,46.84
3945000,21.3,1013.33,46.5
3950000,21.26,1013.5,46.98
3955000,21.34,1013.45,46.86
3960000,21.19,1013.44,46.6
3965000,21.17,1013.46,46.68
3970000,21.21,1013.39,47.03
3975000,21.21,1013.5,46.79
3980000,21.15,1013.54,46.91
3985000,21.33,1013.42,46.9
3990000,21.08,1013.46,46.77
3995000,21.12,1013.55,46.68
4000000,21.19,1013.44,46.93
4005000,21.24,1013.54,47.16
4010000,21.17,1013.55,47.29
4015000,21.23,1013.48,47.1
4020000,21.16,1013.58,47.32
4025000,21.2,1013.52,46.77
4030000,21.19,1013.55,47.03
4035000,21.08,1013.53,47.53
4040000,21.13,1013.58,47.41
4045000,21.06,1013.62,46.56
4050000,20.95,1013.57,47.17
4055000,20.96,1013.61,47.03
4060000,21.04,1013.59,47.36
4065000,20.95,1013.58,47.74
4070000,21.05,1013.65,47.37
4075000,20.86,1013.58,47.37
4080000,21.09,1013.67,47.57
4085000,20.9,1013.62,47.39
4090000,20.94,1013.56,47.63
4095000,20.95,1013.67,47.07
4100000,20.85,1013.82,47.27
4105000,20.96,1013.66,47.26
4110000,21.06,1013.64,47.63
4115000,21.06,1013.61,47.46
4120000,20.88,1013.59,47.71
4125000,20.93,1013.67,47.85
4130000,20.95,1013.69,47.6
4135000,20.97,1013.64,48.12
4140000,20.85,1013.72,48.27
4145000,20.67,1013.68,47.63
4150000,20.98,1013.67,48.59
4155000,20.71,1013.72,47.68
